nome;parametro;valor
candonga;Kt-56;0
candonga;Kt-57;0
candonga;Kt-58;0
candonga;Kt-59;0
candonga;Kt-60;0
candonga;Str;90.24944814
candonga;K2t;2.199838379
candonga;Crec;100.0019399
candonga;Ai;0
candonga;Capc;32.6122971
candonga;K_kt;150.1498711
candonga;K2t2;10
candonga;H1;200
candonga;H;200
candonga;K3t;10
candonga;K1t;10
candonga;Ecof;0.842710091
candonga;Pcof;0.798992914
candonga;Ecof2;0
candonga;ktMin;3
candonga;ktMax;2
dfranc;Area;5087
dfranc;nKt;6
dfranc;Kt2;0.156112395
dfranc;Kt1;0.631756251
dfranc;Kt0;0.202123464
dfranc;Kt-1;0.009983634
dfranc;Kt-2;2.43E-05
dfranc;Kt-3;2.00E-13
dfranc;Kt-4;0
dfranc;Kt-5;0
dfranc;Kt-6;0
dfranc;Kt-7;0
dfranc;Kt-8;0
dfranc;Kt-9;0
dfranc;Kt-10;0
dfranc;Kt-11;0
dfranc;Kt-12;0
dfranc;Kt-13;0
dfranc;Kt-14;0
dfranc;Kt-15;0
dfranc;Kt-16;0
dfranc;Kt-17;0
dfranc;Kt-18;0
dfranc;Kt-19;0
dfranc;Kt-20;0
dfranc;Kt-21;0
dfranc;Kt-22;0
dfranc;Kt-23;0
dfranc;Kt-24;0
dfranc;Kt-25;0
dfranc;Kt-26;0
dfranc;Kt-27;0
dfranc;Kt-28;0
dfranc;Kt-29;0
dfranc;Kt-30;0
dfranc;Kt-31;0
dfranc;Kt-32;0
dfranc;Kt-33;0
dfranc;Kt-34;0
dfranc;Kt-35;0
dfranc;Kt-36;0
dfranc;Kt-37;0
dfranc;Kt-38;0
dfranc;Kt-39;0
dfranc;Kt-40;0
dfranc;Kt-41;0
dfranc;Kt-42;0
dfranc;Kt-43;0
dfranc;Kt-44;0
dfranc;Kt-45;0
dfranc;Kt-46;0
dfranc;Kt-47;0
dfranc;Kt-48;0
dfranc;Kt-49;0
dfranc;Kt-50;0
dfranc;Kt-51;0
dfranc;Kt-52;0
dfranc;Kt-53;0
dfranc;Kt-54;0
dfranc;Kt-55;0
dfranc;Kt-56;0
dfranc;Kt-57;0
dfranc;Kt-58;0
dfranc;Kt-59;0
dfranc;Kt-60;0
dfranc;Str;200.1275316
dfranc;K2t;1.637287862
dfranc;Crec;0.731142351
dfranc;Ai;2.691038867
dfranc;Capc;16.28125926
dfranc;K_kt;23.53321223
dfranc;K2t2;10
dfranc;H1;200
dfranc;H;200
dfranc;K3t;10
dfranc;K1t;10
dfranc;Ecof;1.125679426
dfranc;Pcof;1
dfranc;Ecof2;0
dfranc;ktMin;3
dfranc;ktMax;2
smesa;Area;51233
smesa;nKt;6
smesa;Kt2;0.041853296
smesa;Kt1;0.448298741
smesa;Kt0;0.441129402
smesa;Kt-1;0.068677948
smesa;Kt-2;4.06E-05
smesa;Kt-3;0
smesa;Kt-4;0
smesa;Kt-5;0
smesa;Kt-6;0
smesa;Kt-7;0
smesa;Kt-8;0
smesa;Kt-9;0
smesa;Kt-10;0
smesa;Kt-11;0
smesa;Kt-12;0
smesa;Kt-13;0
smesa;Kt-14;0
smesa;Kt-15;0
smesa;Kt-16;0
smesa;Kt-17;0
smesa;Kt-18;0
smesa;Kt-19;0
smesa;Kt-20;0
smesa;Kt-21;0
smesa;Kt-22;0
smesa;Kt-23;0
smesa;Kt-24;0
smesa;Kt-25;0
smesa;Kt-26;0
smesa;Kt-27;0
smesa;Kt-28;0
smesa;Kt-29;0
smesa;Kt-30;0
smesa;Kt-31;0
smesa;Kt-32;0
smesa;Kt-33;0
smesa;Kt-34;0
smesa;Kt-35;0
smesa;Kt-36;0
smesa;Kt-37;0
smesa;Kt-38;0
smesa;Kt-39;0
smesa;Kt-40;0
smesa;Kt-41;0
smesa;Kt-42;0
smesa;Kt-43;0
smesa;Kt-44;0
smesa;Kt-45;0
smesa;Kt-46;0
smesa;Kt-47;0
smesa;Kt-48;0
smesa;Kt-49;0
smesa;Kt-50;0
smesa;Kt-51;0
smesa;Kt-52;0
smesa;Kt-53;0
smesa;Kt-54;0
smesa;Kt-55;0
smesa;Kt-56;0
smesa;Kt-57;0
smesa;Kt-58;0
smesa;Kt-59;0
smesa;Kt-60;0
smesa;Str;126.6945197
smesa;K2t;5.61551139
smesa;Crec;16.08041776
smesa;Ai;0
smesa;Capc;0.598051808
smesa;K_kt;67.12715328
smesa;K2t2;2.559224898
smesa;H1;8.191823455
smesa;H;200
smesa;K3t;10
smesa;K1t;10
smesa;Ecof;1.805626035
smesa;Pcof;1.000001
smesa;Ecof2;0
smesa;ktMin;2
smesa;ktMax;2
colider;Area;41508
colider;nKt;14
colider;Kt2;0
colider;Kt1;0.179823684
colider;Kt0;0.250066337
colider;Kt-1;0.223058881
colider;Kt-2;0.160689034
colider;Kt-3;0.098802403
colider;Kt-4;0.052352197
colider;Kt-5;0.023569037
colider;Kt-6;0.008690347
colider;Kt-7;0.002446269
colider;Kt-8;0.000458712
colider;Kt-9;4.23E-05
colider;Kt-10;7.73E-07
colider;Kt-11;7.89E-13
colider;Kt-12;0
colider;Kt-13;0
colider;Kt-14;0
colider;Kt-15;0
colider;Kt-16;0
colider;Kt-17;0
colider;Kt-18;0
colider;Kt-19;0
colider;Kt-20;0
colider;Kt-21;0
colider;Kt-22;0
colider;Kt-23;0
colider;Kt-24;0
colider;Kt-25;0
colider;Kt-26;0
colider;Kt-27;0
colider;Kt-28;0
colider;Kt-29;0
colider;Kt-30;0
colider;Kt-31;0
colider;Kt-32;0
colider;Kt-33;0
colider;Kt-34;0
colider;Kt-35;0
colider;Kt-36;0
colider;Kt-37;0
colider;Kt-38;0
colider;Kt-39;0
colider;Kt-40;0
colider;Kt-41;0
colider;Kt-42;0
colider;Kt-43;0
colider;Kt-44;0
colider;Kt-45;0
colider;Kt-46;0
colider;Kt-47;0
colider;Kt-48;0
colider;Kt-49;0
colider;Kt-50;0
colider;Kt-51;0
colider;Kt-52;0
colider;Kt-53;0
colider;Kt-54;0
colider;Kt-55;0
colider;Kt-56;0
colider;Kt-57;0
colider;Kt-58;0
colider;Kt-59;0
colider;Kt-60;0
colider;Str;52.08108717
colider;K2t;42.49344538
colider;Crec;13.68566319
colider;Ai;0.259678596
colider;Capc;30.11724399
colider;K_kt;501.9210944
colider;K2t2;10
colider;H1;200
colider;H;117.4603937
colider;K3t;22.73108268
colider;K1t;2.263743043
colider;Ecof;0.87658497
colider;Pcof;1.000000958
colider;Ecof2;0.220588715
colider;ktMin;11
colider;ktMax;1
pimentalt;Area;447719
pimentalt;nKt;63
pimentalt;Kt2;0.000269829
pimentalt;Kt1;0.001226328
pimentalt;Kt0;0.002846203
pimentalt;Kt-1;0.005032065
pimentalt;Kt-2;0.007665905
pimentalt;Kt-3;0.010625953
pimentalt;Kt-4;0.013794641
pimentalt;Kt-5;0.017062832
pimentalt;Kt-6;0.020332114
pimentalt;Kt-7;0.023515947
pimentalt;Kt-8;0.026540113
pimentalt;Kt-9;0.029342682
pimentalt;Kt-10;0.031873656
pimentalt;Kt-11;0.034094406
pimentalt;Kt-12;0.035976944
pimentalt;Kt-13;0.037503108
pimentalt;Kt-14;0.038663677
pimentalt;Kt-15;0.039457456
pimentalt;Kt-16;0.039890343
pimentalt;Kt-17;0.039974408
pimentalt;Kt-18;0.039726987
pimentalt;Kt-19;0.039169794
